timestamp_utc,realized_jpy,floating_jpy,equity_jpy,open_count,candidate_realized_jpy,candidate_floating_jpy
2023-01-03 20:45:00+00:00,0.0,-168.0,999832.0,1,0.0,0.0
2023-01-03 21:00:00+00:00,0.0,-142.0,999858.0,1,0.0,0.0
2023-01-03 21:15:00+00:00,0.0,-173.0,999827.0,1,0.0,0.0
2023-01-03 21:30:00+00:00,0.0,-174.0,999826.0,1,0.0,0.0
2023-01-03 21:45:00+00:00,0.0,-75.0,999925.0,1,0.0,0.0
2023-01-03 22:00:00+00:00,0.0,-86.0,999914.0,1,0.0,0.0
2023-01-03 22:15:00+00:00,0.0,-82.0,999918.0,1,0.0,0.0
2023-01-03 22:30:00+00:00,0.0,-105.0,999895.0,1,0.0,0.0
2023-01-03 22:45:00+00:00,0.0,-116.0,999884.0,1,0.0,0.0
2023-01-03 23:00:00+00:00,0.0,-127.0,999873.0,1,0.0,0.0
2023-01-03 23:15:00+00:00,0.0,26.0,1000026.0,1,0.0,0.0
2023-01-03 23:30:00+00:00,0.0,215.0,1000215.0,1,0.0,0.0
2023-01-03 23:45:00+00:00,0.0,96.0,1000096.0,1,0.0,0.0
2023-01-04 00:00:00+00:00,0.0,188.0,1000188.0,1,0.0,0.0
2023-01-04 00:15:00+00:00,-129.0,0.0,999871.0,0,0.0,0.0
2023-01-04 07:15:00+00:00,-129.0,-5.0,999866.0,1,0.0,0.0
2023-01-04 07:30:00+00:00,-129.0,70.0,999941.0,1,0.0,0.0
2023-01-04 07:45:00+00:00,-129.0,323.0,1000194.0,1,0.0,0.0
2023-01-04 08:00:00+00:00,-129.0,252.0,1000123.0,1,0.0,0.0
2023-01-04 08:15:00+00:00,-129.0,441.0,1000312.0,1,0.0,0.0
2023-01-04 08:30:00+00:00,-129.0,445.0,1000316.0,1,0.0,0.0
2023-01-04 08:45:00+00:00,-129.0,130.0,1000001.0,1,0.0,0.0
2023-01-04 09:00:00+00:00,-129.0,-7.0,999864.0,1,0.0,0.0
2023-01-04 09:15:00+00:00,-129.0,68.0,999939.0,1,0.0,0.0
2023-01-04 09:30:00+00:00,-129.0,191.0,1000062.0,1,0.0,0.0
2023-01-04 09:45:00+00:00,-129.0,99.0,999970.0,1,0.0,0.0
2023-01-04 10:00:00+00:00,-129.0,77.0,999948.0,1,0.0,0.0
2023-01-04 10:15:00+00:00,-129.0,21.0,999892.0,1,0.0,0.0
2023-01-04 10:30:00+00:00,-129.0,-57.0,999814.0,1,0.0,0.0
2023-01-04 10:45:00+00:00,-129.0,6.0,999877.0,1,0.0,0.0
2023-01-04 11:00:00+00:00,-129.0,68.0,999939.0,1,0.0,0.0
2023-01-04 11:15:00+00:00,-129.0,205.0,1000076.0,1,0.0,0.0
2023-01-04 11:30:00+00:00,-129.0,83.0,999954.0,1,0.0,0.0
2023-01-04 11:45:00+00:00,-129.0,-67.0,999804.0,1,0.0,0.0
2023-01-04 12:00:00+00:00,-129.0,-35.0,999836.0,1,0.0,0.0
2023-01-04 12:15:00+00:00,-129.0,-241.0,999630.0,1,0.0,0.0
2023-01-04 12:30:00+00:00,-129.0,-350.0,999521.0,1,0.0,0.0
2023-01-04 12:45:00+00:00,-129.0,-373.0,999498.0,1,0.0,0.0
2023-01-04 13:00:00+00:00,-129.0,-335.0,999536.0,1,0.0,0.0
2023-01-04 13:15:00+00:00,-129.0,-400.0,999471.0,1,0.0,0.0
2023-01-04 13:30:00+00:00,-129.0,-244.0,999627.0,1,0.0,0.0
