path,name,classification,sha256,bytes,contents_write,direct_git_write
.github/workflows/run_usdjpy_r1_entry_registry_v2.yml,run_usdjpy_r1_entry_registry_v2.yml,LEGACY_SUPERSEDED,908590d6330230dfd5ac12cd935716b33c9b5d5f382755718e6d1f96d4a5c110,11354,False,False
.github/workflows/run_usdjpy_r2_horizon_surface_final_v1.yml,run_usdjpy_r2_horizon_surface_final_v1.yml,UNKNOWN_REQUIRES_REVIEW,7a260e77c46c06216b3018dce82b86509873077220571585164668e197572aad,17262,False,False
.github/workflows/run_usdjpy_r3_temporal_stability_v1.yml,run_usdjpy_r3_temporal_stability_v1.yml,UNKNOWN_REQUIRES_REVIEW,0e54836ace45dd24648a992b0078b98f3213c5919832fba6fa35967f81c42358,11106,False,False
.github/workflows/run_usdjpy_session_baseline_2024_01.yml,run_usdjpy_session_baseline_2024_01.yml,UNKNOWN_REQUIRES_REVIEW,3de4c8d4dfeedc2e8647438caf184a49ad7104fed08aa00dcd44696e05fb88df,7415,False,False
.github/workflows/snapshot_eurusd_h1_h2_v2_run_status.yml,snapshot_eurusd_h1_h2_v2_run_status.yml,TEMPORARY_DIAGNOSTIC,b83ddaadeacc104993a20df401c33ab142036a8e242eba82869ae14439265538,1484,True,True
.github/workflows/snapshot_usdjpy_tick_collection_status_v1.yml,snapshot_usdjpy_tick_collection_status_v1.yml,TEMPORARY_DIAGNOSTIC,6c586ddbe0a35fa59fa586481e2dcf03d44eb1c88de346f8e29e9548199cc541,9298,True,True
.github/workflows/test_research_platform_v1.yml,test_research_platform_v1.yml,UNKNOWN_REQUIRES_REVIEW,b6a5f4e309551760d4974cc832fcc1570404304429725c437ec1a2e6a5bb9683,3825,False,False
.github/workflows/trigger_usdjpy_csos_dukascopy_native_remaining_family_atlas_v1.yml,trigger_usdjpy_csos_dukascopy_native_remaining_family_atlas_v1.yml,UNKNOWN_REQUIRES_REVIEW,2e3a6315c1fa8458715b6c83efb19bb82d3edf02d1a28708c7ec2a7c91fcf906,3409,False,False
.github/workflows/usdjpy_2020_2022_tick_authority_accelerated_v1.yml,usdjpy_2020_2022_tick_authority_accelerated_v1.yml,UNKNOWN_REQUIRES_REVIEW,59c11b2eb16aca9c9c28f85bdbee8a965438b3859c429c8b12157218bf93f545,16668,True,True
.github/workflows/usdjpy_2020_2022_tick_authority_v1.yml,usdjpy_2020_2022_tick_authority_v1.yml,UNKNOWN_REQUIRES_REVIEW,c2aae0138c9492fa7245c7de2af7d1bb6ab1ef47c13c89a602bfc61eca87f35a,869,False,False
.github/workflows/usdjpy_asian_range_liquidity_sweep_phase2_evidence_repair_v1.yml,usdjpy_asian_range_liquidity_sweep_phase2_evidence_repair_v1.yml,UNKNOWN_REQUIRES_REVIEW,e3a495c02f76b47f08d3cc5b7dcec443a442a7628693e10f5cd8c9ac8000ead4,7684,True,True
.github/workflows/usdjpy_csos_dukascopy_native_remaining_family_atlas_execution_v2.yml,usdjpy_csos_dukascopy_native_remaining_family_atlas_execution_v2.yml,LEGACY_SUPERSEDED,f09684d9a25e1fa9172ae5fdf1d09645d3d2fee090fa826288d3893a49688f3a,12832,False,False
.github/workflows/usdjpy_csos_dukascopy_native_remaining_family_atlas_inventory_v1.yml,usdjpy_csos_dukascopy_native_remaining_family_atlas_inventory_v1.yml,UNKNOWN_REQUIRES_REVIEW,474b0c49312185f669344323aacf35223bd55872653ac32a722c353204745985,16402,True,False
.github/workflows/usdjpy_csos_shock_failure_phase2_v1.yml,usdjpy_csos_shock_failure_phase2_v1.yml,UNKNOWN_REQUIRES_REVIEW,ba271cb42ababe7061a924bc3fa42a4823178a5d18ea1d1dd42bd4a4d4f44dc8,12548,True,False
.github/workflows/usdjpy_ea_integration_001_receipt.yml,usdjpy_ea_integration_001_receipt.yml,UNKNOWN_REQUIRES_REVIEW,be6e0590d7072ea3768c828af5406eb73a0ff174393ab033a13f054b716b805a,6232,True,True
