variant_id,family_id,track,gate,pass
K_DAILY_TIME_SERIES_MOMENTUM,K,A_INDEPENDENT_ALPHA,spread_plus_1pip_positive,False
K_DAILY_TIME_SERIES_MOMENTUM,K,A_INDEPENDENT_ALPHA,entry_delay_5s_positive,True
K_DAILY_TIME_SERIES_MOMENTUM,K,A_INDEPENDENT_ALPHA,additive_portfolio_net_improves,True
K_DAILY_TIME_SERIES_MOMENTUM,K,A_INDEPENDENT_ALPHA,combined_realized_dd_non_worse,False
K_DAILY_TIME_SERIES_MOMENTUM,K,A_INDEPENDENT_ALPHA,worst_20_business_day_non_worse,True
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,standalone_net_positive,True
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,pf_ge_1_00,True
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,positive_folds_ge_3,False
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,negative_baseline_day_contribution_positive,False
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,additive_net_improves,True
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,combined_realized_dd_improves,False
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,minimum_equity_improves,False
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,worst_5_business_day_non_worse,True
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,worst_20_business_day_non_worse,True
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,top5_winners_removed_positive,False
K_DAILY_TIME_SERIES_MOMENTUM,K,B_COMPLEMENTARITY,spread_plus_1pip_positive,False
