exit_utc,candidate_id,mode,component,pnl_jpy,equity_jpy
2024-05-01 11:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-32.0,11271.999999999949
2024-05-01 15:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-315.0,10956.999999999949
2024-05-02 00:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,SHOCK_FAILURE,552.9999999999973,11509.999999999945
2024-05-02 02:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,1206.0,12715.999999999945
2024-05-02 21:04:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,1603.0,14318.999999999945
2024-05-03 09:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-197.0,14121.999999999945
2024-05-03 20:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-670.0,13451.999999999945
2024-05-06 03:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-1717.0,11734.999999999945
2024-05-06 11:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,45.0,11779.999999999945
2024-05-06 11:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-124.0,11655.999999999945
2024-05-06 12:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-256.0,11399.999999999945
2024-05-07 09:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,108.0,11507.999999999945
2024-05-07 10:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,114.0,11621.999999999945
2024-05-08 02:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,489.0,12110.999999999945
2024-05-08 09:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,533.0,12643.999999999945
2024-05-08 09:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,437.0,13080.999999999945
2024-05-08 10:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,197.0,13277.999999999945
2024-05-08 15:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,301.0,13578.999999999945
2024-05-08 16:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,119.0,13697.999999999945
