failure_i,shock_i,entry_i,exit_i,side,reason,opportunity_id,fold,signal_utc,entry_utc,exit_utc,entry_bid,exit_bid,normalized_pl_jpy,net_pips,near_entry_B02,near_entry_F05,simultaneous_B02,simultaneous_F05,simultaneous_any_baseline,shock_start_utc,shock_end_utc,failure_start_utc,failure_end_utc,shock_direction,side_label,session,shock_midpoint,shock_ratio,shock_tr_pips,shock_body_pips,impulse_run_bars,shock_size_bucket,shock_duration_bucket,exit4_utc,baseline_day_pnl_jpy,baseline_day_state,baseline_existing_drawdown_jpy,b02_active,f05_active,both_active,neither_active,active_count,same_direction_overlap,opposite_direction_overlap,active_trade_ids,loss_cluster_nearby
44288,44287,44289,44297,-1,up_shock_failed,2024H2|D_SHOCK_FAILURE|2024-10-10T15:00:00+00:00|-1,2024H2,2024-10-10 14:45:00+00:00,2024-10-10 15:00:00+00:00,2024-10-10 17:00:00+00:00,148.712,148.916,-209.00000000000773,-20.900000000000773,False,False,True,True,True,2024-10-10 14:30:00+00:00,2024-10-10 14:45:00+00:00,2024-10-10 14:45:00+00:00,2024-10-10 15:00:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,148.7285,3.084210526315893,29.300000000000637,20.400000000000773,2,3.00_to_lt_4.00,2_BARS,2024-10-10 16:00:00+00:00,125.0,POSITIVE,9709.0,True,True,True,False,2,True,False,2024H2|B02|2024-10-10T07:45:00+00:00|-1;2024H2|F05|2024-10-10T12:45:00+00:00|-1,False
44550,44549,44551,44559,1,down_shock_failed,2024H2|D_SHOCK_FAILURE|2024-10-15T08:30:00+00:00|1,2024H2,2024-10-15 08:15:00+00:00,2024-10-15 08:30:00+00:00,2024-10-15 10:30:00+00:00,149.162,149.029,-138.00000000000978,-13.800000000000978,False,True,True,True,True,2024-10-15 08:00:00+00:00,2024-10-15 08:15:00+00:00,2024-10-15 08:15:00+00:00,2024-10-15 08:30:00+00:00,DOWN,LONG,LONDON,149.14350000000002,2.697986577181103,20.09999999999934,17.00000000000159,2,2.50_to_lt_3.00,2_BARS,2024-10-15 09:30:00+00:00,-635.0,NEGATIVE,7874.0,True,True,True,False,3,False,True,2024H2|F05|2024-10-15T08:15:00+00:00|-1;2024H2|F05|2024-10-15T09:45:00+00:00|-1;2024H2|B02|2024-10-15T07:15:00+00:00|-1,False
44576,44575,44577,44585,1,down_shock_failed,2024H2|D_SHOCK_FAILURE|2024-10-15T15:00:00+00:00|1,2024H2,2024-10-15 14:45:00+00:00,2024-10-15 15:00:00+00:00,2024-10-15 17:00:00+00:00,149.23,149.449,214.0000000000225,21.40000000000225,False,False,True,True,True,2024-10-15 14:30:00+00:00,2024-10-15 14:45:00+00:00,2024-10-15 14:45:00+00:00,2024-10-15 15:00:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,149.0645,3.052023121387367,26.400000000001,21.50000000000034,2,3.00_to_lt_4.00,2_BARS,2024-10-15 16:00:00+00:00,-635.0,NEGATIVE,7874.0,True,True,True,False,3,False,True,2024H2|F05|2024-10-15T08:15:00+00:00|-1;2024H2|F05|2024-10-15T09:45:00+00:00|-1;2024H2|B02|2024-10-15T07:15:00+00:00|-1,False
45697,45696,45698,45706,1,down_shock_failed,2024H2|D_SHOCK_FAILURE|2024-10-31T07:15:00+00:00|1,2024H2,2024-10-31 07:00:00+00:00,2024-10-31 07:15:00+00:00,2024-10-31 09:15:00+00:00,152.362,152.463,95.99999999999908,9.599999999999907,False,True,True,True,True,2024-10-31 06:45:00+00:00,2024-10-31 07:00:00+00:00,2024-10-31 07:00:00+00:00,2024-10-31 07:15:00+00:00,DOWN,LONG,LONDON,152.355,5.534246575342565,60.599999999999454,45.90000000000032,6,ge_4.00,GE_3_BARS,2024-10-31 08:15:00+00:00,-1517.0,NEGATIVE,2021.0,True,True,True,False,4,True,True,2024H2|F05|2024-10-31T01:00:00+00:00|1;2024H2|F05|2024-10-31T06:45:00+00:00|-1;2024H2|F05|2024-10-31T08:30:00+00:00|-1;2024H2|B02|2024-10-31T08:30:00+00:00|-1,False
45725,45724,45726,45734,-1,up_shock_failed,2024H2|D_SHOCK_FAILURE|2024-10-31T14:15:00+00:00|-1,2024H2,2024-10-31 14:00:00+00:00,2024-10-31 14:15:00+00:00,2024-10-31 16:15:00+00:00,152.772,152.314,452.9999999999984,45.29999999999984,False,False,True,True,True,2024-10-31 13:45:00+00:00,2024-10-31 14:00:00+00:00,2024-10-31 14:00:00+00:00,2024-10-31 14:15:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,152.82549999999998,2.725738396624596,32.30000000000075,21.000000000000796,1,2.50_to_lt_3.00,1_BAR,2024-10-31 15:15:00+00:00,-1517.0,NEGATIVE,3152.0,True,True,True,False,3,True,False,2024H2|F05|2024-10-31T06:45:00+00:00|-1;2024H2|F05|2024-10-31T08:30:00+00:00|-1;2024H2|B02|2024-10-31T08:30:00+00:00|-1,False
46049,46048,46050,46058,1,down_shock_failed,2024H2|D_SHOCK_FAILURE|2024-11-06T00:15:00+00:00|1,2024H2,2024-11-06 00:00:00+00:00,2024-11-06 00:15:00+00:00,2024-11-06 02:15:00+00:00,151.84,153.282,1437.0000000000073,143.70000000000073,False,True,False,True,True,2024-11-05 23:45:00+00:00,2024-11-06 00:00:00+00:00,2024-11-06 00:00:00+00:00,2024-11-06 00:15:00+00:00,DOWN,LONG,TOKYO,151.55599999999998,3.249999999999704,31.19999999999834,25.300000000001432,2,3.00_to_lt_4.00,2_BARS,2024-11-06 01:15:00+00:00,2338.0,POSITIVE,5761.0,False,True,False,False,4,True,True,2024H2|F05|2024-11-05T17:15:00+00:00|-1;2024H2|F05|2024-11-05T17:45:00+00:00|-1;2024H2|F05|2024-11-05T18:15:00+00:00|-1;2024H2|F05|2024-11-06T00:45:00+00:00|1,True
46079,46078,46080,46088,1,down_shock_failed,2024H2|D_SHOCK_FAILURE|2024-11-06T07:45:00+00:00|1,2024H2,2024-11-06 07:30:00+00:00,2024-11-06 07:45:00+00:00,2024-11-06 09:45:00+00:00,153.953,153.86,-97.99999999998931,-9.799999999998931,False,False,False,True,True,2024-11-06 07:15:00+00:00,2024-11-06 07:30:00+00:00,2024-11-06 07:30:00+00:00,2024-11-06 07:45:00+00:00,DOWN,LONG,LONDON,153.863,2.6015037593983323,34.600000000000364,24.099999999998545,3,2.50_to_lt_3.00,GE_3_BARS,2024-11-06 08:45:00+00:00,2338.0,POSITIVE,9910.0,False,True,False,False,2,True,False,2024H2|F05|2024-11-06T00:45:00+00:00|1;2024H2|F05|2024-11-06T02:15:00+00:00|1,False
47134,47133,47135,47143,-1,up_shock_failed,2024H2|D_SHOCK_FAILURE|2024-11-21T07:30:00+00:00|-1,2024H2,2024-11-21 07:15:00+00:00,2024-11-21 07:30:00+00:00,2024-11-21 09:30:00+00:00,154.676,154.214,456.9999999999891,45.69999999999891,True,True,True,True,True,2024-11-21 07:00:00+00:00,2024-11-21 07:15:00+00:00,2024-11-21 07:15:00+00:00,2024-11-21 07:30:00+00:00,UP,SHORT,LONDON,154.8905,2.742081447964084,30.299999999999727,26.69999999999959,2,2.50_to_lt_3.00,2_BARS,2024-11-21 08:30:00+00:00,-222.0,NEGATIVE,3617.0,True,True,True,False,4,True,False,2024H2|F05|2024-11-21T07:30:00+00:00|-1;2024H2|F05|2024-11-21T08:45:00+00:00|-1;2024H2|F05|2024-11-21T09:15:00+00:00|-1;2024H2|B02|2024-11-21T07:30:00+00:00|-1,False
47778,47777,47779,47787,-1,up_shock_failed,2024H2|D_SHOCK_FAILURE|2024-12-02T00:30:00+00:00|-1,2024H2,2024-12-02 00:15:00+00:00,2024-12-02 00:30:00+00:00,2024-12-02 02:30:00+00:00,150.029,150.636,-611.9999999999993,-61.19999999999993,False,False,False,False,False,2024-12-02 00:00:00+00:00,2024-12-02 00:15:00+00:00,2024-12-02 00:15:00+00:00,2024-12-02 00:30:00+00:00,UP,SHORT,TOKYO,150.04500000000002,3.105431309904388,48.60000000000184,35.69999999999993,1,3.00_to_lt_4.00,1_BAR,2024-12-02 01:30:00+00:00,-697.0,NEGATIVE,811.0,False,False,False,True,0,False,False,,False
48505,48504,48506,48514,-1,up_shock_failed,2024H2|D_SHOCK_FAILURE|2024-12-11T14:15:00+00:00|-1,2024H2,2024-12-11 14:00:00+00:00,2024-12-11 14:15:00+00:00,2024-12-11 16:15:00+00:00,152.191,152.411,-224.9999999999989,-22.499999999999886,False,False,True,True,True,2024-12-11 13:45:00+00:00,2024-12-11 14:00:00+00:00,2024-12-11 14:00:00+00:00,2024-12-11 14:15:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,152.1915,2.9735449735447,28.10000000000059,21.100000000001273,1,2.50_to_lt_3.00,1_BAR,2024-12-11 15:15:00+00:00,785.0,POSITIVE,3261.0,True,True,True,False,2,False,True,2024H2|F05|2024-12-11T09:30:00+00:00|1;2024H2|B02|2024-12-11T09:15:00+00:00|1,False
49007,49006,49008,49016,1,down_shock_failed,2024H2|D_SHOCK_FAILURE|2024-12-18T19:45:00+00:00|1,2024H2,2024-12-18 19:30:00+00:00,2024-12-18 19:45:00+00:00,2024-12-18 21:45:00+00:00,154.56,154.727,162.0000000000016,16.20000000000016,False,True,True,True,True,2024-12-18 19:15:00+00:00,2024-12-18 19:30:00+00:00,2024-12-18 19:30:00+00:00,2024-12-18 19:45:00+00:00,DOWN,LONG,NEW_YORK,154.4325,3.7988165680477013,32.099999999999795,23.799999999999955,1,3.00_to_lt_4.00,1_BAR,2024-12-18 20:45:00+00:00,2407.0,POSITIVE,770.0,True,True,True,False,3,True,False,2024H2|F05|2024-12-18T16:00:00+00:00|1;2024H2|B02|2024-12-18T13:00:00+00:00|1;2024H2|F05|2024-12-18T19:15:00+00:00|1,False
49548,49547,49549,49557,-1,up_shock_failed,2024H2|D_SHOCK_FAILURE|2024-12-27T01:15:00+00:00|-1,2024H2,2024-12-27 01:00:00+00:00,2024-12-27 01:15:00+00:00,2024-12-27 03:15:00+00:00,157.796,157.708,82.99999999999386,8.299999999999386,False,False,False,False,False,2024-12-27 00:45:00+00:00,2024-12-27 01:00:00+00:00,2024-12-27 01:00:00+00:00,2024-12-27 01:15:00+00:00,UP,SHORT,TOKYO,157.8055,4.634146341463719,28.49999999999966,21.19999999999891,1,ge_4.00,1_BAR,2024-12-27 02:15:00+00:00,-251.0,NEGATIVE,250.0,False,False,False,True,0,False,False,,False
49665,49664,49666,49674,-1,up_shock_failed,2024H2|D_SHOCK_FAILURE|2024-12-30T06:30:00+00:00|-1,2024H2,2024-12-30 06:15:00+00:00,2024-12-30 06:30:00+00:00,2024-12-30 08:30:00+00:00,157.908,157.862,40.99999999999227,4.099999999999227,False,True,False,True,True,2024-12-30 06:00:00+00:00,2024-12-30 06:15:00+00:00,2024-12-30 06:15:00+00:00,2024-12-30 06:30:00+00:00,UP,SHORT,TOKYO,157.951,3.1168831168833084,24.00000000000091,16.800000000000637,1,3.00_to_lt_4.00,1_BAR,2024-12-30 07:30:00+00:00,410.0,POSITIVE,501.0,False,True,False,False,1,False,True,2024H2|F05|2024-12-30T06:15:00+00:00|1,False
49702,49701,49703,49711,1,down_shock_failed,2024H2|D_SHOCK_FAILURE|2024-12-30T15:45:00+00:00|1,2024H2,2024-12-30 15:30:00+00:00,2024-12-30 15:45:00+00:00,2024-12-30 17:45:00+00:00,157.136,157.251,110.0000000000091,11.00000000000091,False,True,True,True,True,2024-12-30 15:15:00+00:00,2024-12-30 15:30:00+00:00,2024-12-30 15:30:00+00:00,2024-12-30 15:45:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,156.83249999999998,3.117241379310112,22.59999999999991,18.39999999999975,4,3.00_to_lt_4.00,GE_3_BARS,2024-12-30 16:45:00+00:00,410.0,POSITIVE,1077.0,True,True,True,False,2,False,True,2024H2|F05|2024-12-30T14:45:00+00:00|-1;2024H2|B02|2024-12-30T11:30:00+00:00|-1,False
