opportunity_id,fold_canonical,date_canonical,side_canonical,side_label_canonical,reason,signal_utc,entry_utc,exit_utc,signal_i,entry_i,exit_i,asian_high_canonical,asian_low_canonical,asian_bar_count,signal_open_canonical,signal_high_canonical,signal_low_canonical,signal_close_canonical,entry_bid_atlas,exit_bid_atlas,atlas_net_pips,atlas_normalized_pl_jpy,raw_asian_bar_count,raw_missing_bar_count,raw_asian_high,raw_asian_low,raw_signal_resolved,raw_signal_open,raw_signal_high,raw_signal_low,raw_signal_close,raw_signal_first_tick,raw_signal_last_tick,raw_signal_ticks,raw_signal_side,raw_side_match,execution_resolved,entry_execution_time,exit_execution_time,entry_bid_canonical,entry_ask_canonical,exit_bid_canonical,exit_ask_canonical,entry_spread_pips_canonical,exit_spread_pips,pnl_pips_canonical,pnl_jpy_canonical,mfe_pips_canonical,mae_pips_canonical,time_to_mfe_seconds_canonical,time_to_mae_seconds_canonical,holding_seconds,accepted_missing_bar_count,range_size_pips,sweep_depth_pips,close_back_inside_depth_pips,signal_body_pips,signal_wick_pips,decision_time_canonical,exit_boundary_canonical,candidate_id,data_quality_flags,baseline_daily_pl_jpy,baseline_drawdown_state_jpy,concurrent_exposure_count,B02_overlap,F05_overlap,same_direction_exposure,opposite_direction_exposure,event_id,date_raw,fold_raw,month,side_raw,side_label_raw,session,signal_bar_start,decision_time_raw,exit_boundary_raw,asian_high_raw,asian_low_raw,asian_range_width_pips,sweep_distance_pips,sweep_distance_range_ratio,signal_open_raw,signal_high_raw,signal_low_raw,signal_close_raw,sweep_timestamp,maximum_overshoot_pips,first_close_back_inside_timestamp,first_executable_reclaim_timestamp,reclaim_speed_seconds,reclaim_retained_seconds,reentry_outside_count,second_sweep_occurrence,entry_time,entry_bid_raw,entry_ask_raw,pre_sweep_return_toward_boundary_15m_pips,pre_sweep_volatility_15m_pips,tick_velocity_60s_ticks_per_second,recent_local_excursion_5m_pips,asian_range_formation_speed_pips_per_hour,asian_boundary_formation_time,asian_boundary_touches,seconds_since_boundary_formation,seconds_from_sweep_to_london_open,entry_spread_pips_raw,exit_time,exit_bid_raw,exit_ask_raw,pnl_pips_raw,pnl_jpy_raw,mfe_pips_raw,mae_pips_raw,time_to_mfe_seconds_raw,time_to_mae_seconds_raw,return_5m_pips,return_15m_pips,return_30m_pips,return_60m_pips,return_120m_pips,return_180m_pips,range_midpoint_reached,opposite_boundary_reached,range_outside_redeparture,tp10_sl20_order,entry_delay_5s_pnl_jpy,entry_delay_10s_pnl_jpy,_merge
2024H1|F_ASIAN_RANGE_SWEEP|2024-02-22T08:45:00+00:00|1,2024H1,2024-02-22,1.0,LONG,asian_low,2024-02-22 08:30:00+00:00,2024-02-22 08:45:00+00:00,2024-02-22 11:45:00+00:00,28419.0,28420.0,28432.0,150.456,150.203,28.0,150.136,150.243,150.064,150.237,150.236,150.219,-2.1999999999995907,-21.999999999995907,28.0,0.0,150.456,150.203,True,150.136,150.243,150.064,150.237,2024-02-22 08:30:00.024000+00:00,2024-02-22 08:44:59.822000+00:00,3216.0,1.0,True,True,2024-02-22 08:45:00.229000+00:00,2024-02-22 11:45:07.301000+00:00,150.236,150.243,150.219,150.225,0.7000000000005002,0.6000000000000227,-2.400000000000091,-24.00000000000091,4.500000000001592,-12.600000000000476,3010.062,4704.349,10807.072,0.0,25.29999999999859,13.900000000001,3.399999999999181,10.099999999999907,7.200000000000273,2024-02-22 08:45:00+00:00,2024-02-22 11:45:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-712.0,2095.0,1.0,True,False,0.0,1.0,RAW|2024-02-22|2024-02-22T08:30:00Z|1,2024-02-22,2024H1,2024-02,1.0,LONG,LONDON,2024-02-22 08:30:00+00:00,2024-02-22 08:45:00+00:00,2024-02-22 11:45:00+00:00,150.456,150.203,25.29999999999859,13.900000000001,0.549407114624576,150.136,150.243,150.064,150.237,2024-02-22 08:30:00.024000+00:00,13.900000000001,2024-02-22 08:45:00+00:00,2024-02-22 08:37:48.842000+00:00,468.818,0.102,6.0,True,2024-02-22 08:45:00.229000+00:00,150.236,150.243,-8.599999999998431,14.400000000000546,1.9833333333333334,3.100000000000591,4.602333708607543,2024-02-22 06:35:03.325000+00:00,1.0,6896.699,-1800.024,0.7000000000005002,2024-02-22 11:45:07.301000+00:00,150.219,150.225,-2.400000000000091,-24.00000000000091,4.500000000001592,-12.600000000000477,3010.062,4704.349,-5.699999999998795,-7.499999999998863,-4.200000000000159,-7.999999999998408,-8.899999999999864,-2.400000000000091,False,False,True,NEITHER,-24.00000000000091,-22.999999999996135,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-02-22T13:30:00+00:00|-1,2024H1,2024-02-22,-1.0,SHORT,asian_high,2024-02-22 13:15:00+00:00,2024-02-22 13:30:00+00:00,2024-02-22 16:30:00+00:00,28438.0,28439.0,28451.0,150.456,150.203,28.0,150.427,150.469,150.406,150.436,150.435,150.536,-10.599999999999907,-105.99999999999908,28.0,0.0,150.456,150.203,True,150.427,150.469,150.406,150.436,2024-02-22 13:15:00.066000+00:00,2024-02-22 13:29:59.911000+00:00,1982.0,-1.0,True,True,2024-02-22 13:30:00.013000+00:00,2024-02-22 16:30:00.284000+00:00,150.435,150.458,150.536,150.542,2.299999999999613,0.6000000000000227,-10.699999999999932,-106.99999999999932,2.7999999999991587,-21.399999999999864,4625.102,4357.136,10800.271,0.0,25.29999999999859,1.300000000000523,1.999999999998181,0.9000000000014552,3.299999999998704,2024-02-22 13:30:00+00:00,2024-02-22 16:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-712.0,2095.0,2.0,True,True,1.0,1.0,RAW|2024-02-22|2024-02-22T13:15:00Z|-1,2024-02-22,2024H1,2024-02,-1.0,SHORT,LONDON_NY_OVERLAP,2024-02-22 13:15:00+00:00,2024-02-22 13:30:00+00:00,2024-02-22 16:30:00+00:00,150.456,150.203,25.29999999999859,1.300000000000523,0.0513833992095097,150.427,150.469,150.406,150.436,2024-02-22 13:21:44.765000+00:00,1.300000000000523,2024-02-22 13:30:00+00:00,2024-02-22 13:21:45.074000+00:00,0.309,0.052,8.0,True,2024-02-22 13:30:00.013000+00:00,150.435,150.458,4.699999999999704,6.399999999999295,2.7,4.699999999999704,4.602333708607543,2024-02-22 01:05:13.365000+00:00,1.0,44191.4,-19304.765,2.2999999999996135,2024-02-22 16:30:00.284000+00:00,150.536,150.542,-10.699999999999932,-106.99999999999932,2.7999999999991587,-21.399999999999864,4625.102,4357.136,-7.200000000000273,-3.100000000000591,-13.49999999999909,-12.299999999999045,-12.000000000000455,-10.699999999999932,False,False,True,SL_ONLY,32.00000000001069,15.999999999991132,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-02-23T09:00:00+00:00|-1,2024H1,2024-02-23,-1.0,SHORT,asian_high,2024-02-23 08:45:00+00:00,2024-02-23 09:00:00+00:00,2024-02-23 12:00:00+00:00,28516.0,28517.0,28529.0,150.65,150.37,28.0,150.656,150.674,150.624,150.626,150.626,150.654,-3.2999999999991587,-32.99999999999159,28.0,0.0,150.65,150.37,True,150.656,150.674,150.624,150.626,2024-02-23 08:45:00.490000+00:00,2024-02-23 08:59:58.819000+00:00,1467.0,-1.0,True,True,2024-02-23 09:00:00.031000+00:00,2024-02-23 12:00:00.179000+00:00,150.626,150.631,150.654,150.66,0.4999999999995452,0.6000000000000227,-3.399999999999181,-33.999999999991815,-0.4999999999995452,-14.599999999998658,0.0,4706.152,10800.148,0.0,28.000000000000117,2.400000000000091,2.400000000000091,3.0000000000001137,1.8000000000000682,2024-02-23 09:00:00+00:00,2024-02-23 12:00:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-685.0,2807.0,2.0,True,True,0.0,2.0,RAW|2024-02-23|2024-02-23T08:45:00Z|-1,2024-02-23,2024H1,2024-02,-1.0,SHORT,LONDON,2024-02-23 08:45:00+00:00,2024-02-23 09:00:00+00:00,2024-02-23 12:00:00+00:00,150.65,150.37,28.000000000000114,2.400000000000091,0.08571428571428862,150.656,150.674,150.624,150.626,2024-02-23 08:45:00.490000+00:00,2.400000000000091,2024-02-23 09:00:00+00:00,2024-02-23 08:46:45.141000+00:00,104.651,4.075,20.0,True,2024-02-23 09:00:00.031000+00:00,150.626,150.631,1.9000000000005457,5.299999999999727,1.9166666666666667,2.6999999999986812,5.323887236265581,2024-02-23 06:24:46.335000+00:00,2.0,8414.155,-2700.49,0.49999999999954525,2024-02-23 12:00:00.179000+00:00,150.654,150.66,-3.3999999999991815,-33.999999999991815,-0.49999999999954525,-14.599999999998658,0.0,4706.152,-7.399999999998386,-9.399999999999409,-13.49999999999909,-12.5,-10.80000000000041,-3.3999999999991815,False,False,True,NEITHER,-16.999999999995907,-15.999999999991132,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-02-23T13:30:00+00:00|1,2024H1,2024-02-23,1.0,LONG,asian_low,2024-02-23 13:15:00+00:00,2024-02-23 13:30:00+00:00,2024-02-23 16:30:00+00:00,28534.0,28535.0,28547.0,150.65,150.37,28.0,150.35,150.464,150.331,150.451,150.451,150.347,-10.8999999999985,-108.999999999985,28.0,0.0,150.65,150.37,True,150.35,150.464,150.331,150.451,2024-02-23 13:15:00.144000+00:00,2024-02-23 13:29:59.847000+00:00,2342.0,1.0,True,True,2024-02-23 13:30:00.049000+00:00,2024-02-23 16:30:00.108000+00:00,150.451,150.457,150.347,150.351,0.6000000000000227,0.3999999999990677,-10.999999999998522,-109.99999999998522,9.80000000000132,-13.700000000000044,8895.239,5222.524,10800.059,0.0,28.000000000000117,3.900000000001569,8.099999999998886,10.099999999999907,1.9000000000005457,2024-02-23 13:30:00+00:00,2024-02-23 16:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-685.0,2807.0,3.0,True,True,2.0,1.0,RAW|2024-02-23|2024-02-23T13:15:00Z|1,2024-02-23,2024H1,2024-02,1.0,LONG,LONDON_NY_OVERLAP,2024-02-23 13:15:00+00:00,2024-02-23 13:30:00+00:00,2024-02-23 16:30:00+00:00,150.65,150.37,28.000000000000114,3.900000000001569,0.13928571428576975,150.35,150.464,150.331,150.451,2024-02-23 13:15:00.144000+00:00,3.900000000001569,2024-02-23 13:30:00+00:00,2024-02-23 13:17:48.500000+00:00,168.356,6.876,1.0,True,2024-02-23 13:30:00.049000+00:00,150.451,150.457,6.60000000000025,12.5,1.8666666666666667,4.699999999999704,5.323887236265581,2024-02-23 01:09:12.801000+00:00,1.0,43547.343,-18900.144,0.6000000000000227,2024-02-23 16:30:00.108000+00:00,150.347,150.351,-10.999999999998522,-109.99999999998522,9.800000000001319,-13.700000000000045,8895.239,5222.524,0.9000000000014552,-3.1999999999982265,2.000000000001023,-0.7999999999981355,3.700000000000614,-10.999999999998522,True,False,True,NEITHER,-118.99999999999977,-114.99999999998067,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-02-27T15:30:00+00:00|1,2024H1,2024-02-27,1.0,LONG,asian_low,2024-02-27 15:15:00+00:00,2024-02-27 15:30:00+00:00,2024-02-27 18:30:00+00:00,28734.0,28735.0,28747.0,150.609,150.404,28.0,150.367,150.484,150.337,150.484,150.482,150.351,-13.600000000000025,-136.00000000000023,28.0,0.0,150.609,150.404,True,150.367,150.484,150.337,150.484,2024-02-27 15:15:03.431000+00:00,2024-02-27 15:29:59.567000+00:00,1909.0,1.0,True,True,2024-02-27 15:30:00.024000+00:00,2024-02-27 18:30:00.111000+00:00,150.482,150.487,150.351,150.355,0.4999999999995452,0.3999999999990677,-13.599999999999568,-135.99999999999568,6.000000000000227,-18.89999999999929,606.983,10068.095,10800.087,0.0,20.50000000000125,6.700000000000728,8.00000000000125,11.700000000001864,3.0000000000001137,2024-02-27 15:30:00+00:00,2024-02-27 18:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-246.0,4113.0,2.0,True,True,0.0,2.0,RAW|2024-02-27|2024-02-27T15:15:00Z|1,2024-02-27,2024H1,2024-02,1.0,LONG,LONDON_NY_OVERLAP,2024-02-27 15:15:00+00:00,2024-02-27 15:30:00+00:00,2024-02-27 18:30:00+00:00,150.609,150.404,20.50000000000125,6.700000000000728,0.3268292682926985,150.367,150.484,150.337,150.484,2024-02-27 15:15:03.431000+00:00,6.700000000000728,2024-02-27 15:30:00+00:00,2024-02-27 15:22:59.706000+00:00,476.275,3.058,26.0,True,2024-02-27 15:30:00.024000+00:00,150.482,150.487,-9.600000000000364,12.199999999998568,1.6333333333333333,6.60000000000025,4.774355114334128,2024-02-27 05:12:37.423000+00:00,1.0,36146.008,-26103.431,0.49999999999954525,2024-02-27 18:30:00.111000+00:00,150.351,150.355,-13.599999999999568,-135.99999999999568,6.000000000000227,-18.899999999999295,606.983,10068.095,2.5000000000005684,5.400000000000205,-5.099999999998772,-7.999999999998408,0.40000000000190994,-13.599999999999568,True,False,True,NEITHER,-143.00000000000068,-146.99999999999136,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-02-28T07:15:00+00:00|-1,2024H1,2024-02-28,-1.0,SHORT,asian_high,2024-02-28 07:00:00+00:00,2024-02-28 07:15:00+00:00,2024-02-28 10:15:00+00:00,28797.0,28798.0,28810.0,150.684,150.373,28.0,150.68,150.69,150.651,150.663,150.663,150.714,-5.599999999998772,-55.99999999998772,28.0,0.0,150.684,150.373,True,150.68,150.69,150.651,150.663,2024-02-28 07:00:00.072000+00:00,2024-02-28 07:14:59.835000+00:00,1182.0,-1.0,True,True,2024-02-28 07:15:00.039000+00:00,2024-02-28 10:15:00.183000+00:00,150.663,150.667,150.714,150.716,0.3999999999990677,0.2000000000009549,-5.299999999999727,-52.99999999999727,0.0,-13.79999999999768,54.369,8199.111,10800.144,0.0,31.100000000000705,0.6000000000000227,2.0999999999986585,1.6999999999995907,0.9999999999990904,2024-02-28 07:15:00+00:00,2024-02-28 10:15:00+00:00,A_EXACT_EXECUTABLE_12BAR,,74.0,4359.0,5.0,True,True,0.0,5.0,RAW|2024-02-28|2024-02-28T07:00:00Z|-1,2024-02-28,2024H1,2024-02,-1.0,SHORT,LONDON,2024-02-28 07:00:00+00:00,2024-02-28 07:15:00+00:00,2024-02-28 10:15:00+00:00,150.684,150.373,31.100000000000705,0.6000000000000227,0.01929260450160801,150.68,150.69,150.651,150.663,2024-02-28 07:00:00.838000+00:00,0.6000000000000227,2024-02-28 07:15:00+00:00,2024-02-28 07:00:01.247000+00:00,0.409,0.307,4.0,True,2024-02-28 07:15:00.039000+00:00,150.663,150.667,6.200000000001182,6.800000000001205,0.3,2.7999999999991587,5.119574952731157,2024-02-28 06:58:35.881000+00:00,1.0,84.957,3599.162,0.39999999999906777,2024-02-28 10:15:00.183000+00:00,150.714,150.716,-5.299999999999727,-52.99999999999727,0.0,-13.79999999999768,54.369,8199.111,-2.199999999999136,-6.000000000000227,-6.999999999999318,-9.899999999998954,-10.099999999999909,-5.299999999999727,False,False,True,NEITHER,-49.000000000006594,-32.00000000001069,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-02-29T07:15:00+00:00|1,2024H1,2024-02-29,1.0,LONG,asian_low,2024-02-29 07:00:00+00:00,2024-02-29 07:15:00+00:00,2024-02-29 10:15:00+00:00,28893.0,28894.0,28906.0,150.656,149.694,28.0,149.75,149.754,149.622,149.749,149.749,149.895,14.1000000000015,141.000000000015,28.0,0.0,150.656,149.694,True,149.75,149.754,149.622,149.749,2024-02-29 07:00:00.070000+00:00,2024-02-29 07:14:55.346000+00:00,2417.0,1.0,True,True,2024-02-29 07:15:04.412000+00:00,2024-02-29 10:15:00.399000+00:00,149.749,149.752,149.895,149.899,0.3000000000014324,0.3999999999990677,14.300000000000068,143.00000000000068,16.29999999999825,-14.19999999999959,10626.655,3814.085,10795.987,0.0,96.20000000000176,7.199999999997431,5.500000000000682,0.1000000000004774,12.699999999998113,2024-02-29 07:15:00+00:00,2024-02-29 10:15:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-317.0,4285.0,2.0,True,True,0.0,2.0,RAW|2024-02-29|2024-02-29T07:00:00Z|1,2024-02-29,2024H1,2024-02,1.0,LONG,LONDON,2024-02-29 07:00:00+00:00,2024-02-29 07:15:00+00:00,2024-02-29 10:15:00+00:00,150.656,149.694,96.20000000000175,7.199999999997431,0.07484407484404677,149.75,149.754,149.622,149.749,2024-02-29 07:03:39.690000+00:00,7.199999999997431,2024-02-29 07:15:00+00:00,2024-02-29 07:03:39.894000+00:00,0.204,0.466,17.0,True,2024-02-29 07:15:04.412000+00:00,149.749,149.752,4.999999999998295,9.199999999998454,3.533333333333333,7.099999999999795,22.0832757318118,2024-02-29 04:21:22.547000+00:00,2.0,9737.143,3380.31,0.30000000000143245,2024-02-29 10:15:00.399000+00:00,149.895,149.899,14.300000000000068,143.00000000000068,16.29999999999825,-14.19999999999959,10626.655,3814.085,-3.8000000000010914,-2.000000000001023,3.6999999999977717,-0.20000000000095497,-3.8000000000010914,,False,False,True,TP_ONLY,147.00000000001978,153.00000000002,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-03-01T11:30:00+00:00|-1,2024H1,2024-03-01,-1.0,SHORT,asian_high,2024-03-01 11:15:00+00:00,2024-03-01 11:30:00+00:00,2024-03-01 14:30:00+00:00,29006.0,29007.0,29019.0,150.478,150.058,28.0,150.381,150.483,150.381,150.444,150.443,150.602,-16.39999999999918,-163.9999999999918,28.0,0.0,150.478,150.058,True,150.381,150.483,150.381,150.444,2024-03-01 11:15:00.252000+00:00,2024-03-01 11:29:52.404000+00:00,1584.0,-1.0,True,True,2024-03-01 11:30:00.179000+00:00,2024-03-01 14:30:00.072000+00:00,150.443,150.447,150.602,150.605,0.3999999999990677,0.2999999999985903,-16.19999999999777,-161.99999999997772,11.899999999999975,-21.79999999999893,730.122,7639.401,10799.893,0.0,42.00000000000159,0.4999999999995452,3.400000000002024,6.299999999998818,3.900000000001569,2024-03-01 11:30:00+00:00,2024-03-01 14:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-772.0,4337.0,4.0,True,True,0.0,4.0,RAW|2024-03-01|2024-03-01T11:15:00Z|-1,2024-03-01,2024H1,2024-03,-1.0,SHORT,LONDON,2024-03-01 11:15:00+00:00,2024-03-01 11:30:00+00:00,2024-03-01 14:30:00+00:00,150.478,150.058,42.00000000000159,0.49999999999954525,0.011904761904750627,150.381,150.483,150.381,150.444,2024-03-01 11:22:05.897000+00:00,0.49999999999954525,2024-03-01 11:30:00+00:00,2024-03-01 11:22:08.689000+00:00,2.792,3.558,4.0,True,2024-03-01 11:30:00.179000+00:00,150.443,150.447,11.50000000000091,12.700000000000955,2.1666666666666665,5.400000000000205,7.819952826858939,2024-03-01 05:22:37.042000+00:00,1.0,21568.855,-12125.897,0.39999999999906777,2024-03-01 14:30:00.072000+00:00,150.602,150.605,-16.19999999999777,-161.99999999997772,11.899999999999977,-21.79999999999893,730.122,7639.401,2.600000000001046,8.200000000002206,5.000000000001137,-3.3999999999991815,-17.300000000000182,,False,False,True,TP_FIRST,-161.99999999997772,-161.00000000000136,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-03-01T19:45:00+00:00|1,2024H1,2024-03-01,1.0,LONG,asian_low,2024-03-01 19:30:00+00:00,2024-03-01 19:45:00+00:00,2024-03-03 22:45:00+00:00,29039.0,29040.0,29052.0,150.478,150.058,28.0,150.078,150.118,150.05,150.112,150.112,150.098,-1.8999999999981585,-18.999999999981583,28.0,0.0,150.478,150.058,True,150.078,150.118,150.05,150.112,2024-03-01 19:30:00.278000+00:00,2024-03-01 19:44:58.785000+00:00,1382.0,1.0,True,True,2024-03-01 19:45:07.269000+00:00,2024-03-03 22:45:03.347000+00:00,150.112,150.117,150.098,150.121,0.4999999999995452,2.299999999999613,-1.8999999999977035,-18.999999999977035,4.300000000000637,-17.300000000000182,3688.754,180894.372,183596.078,0.0,42.00000000000159,0.7999999999981355,5.400000000000205,3.399999999999181,2.7999999999991587,2024-03-01 19:45:00+00:00,2024-03-03 22:45:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-772.0,4985.0,1.0,True,False,1.0,0.0,RAW|2024-03-01|2024-03-01T19:30:00Z|1,2024-03-01,2024H1,2024-03,1.0,LONG,NEW_YORK,2024-03-01 19:30:00+00:00,2024-03-01 19:45:00+00:00,2024-03-01 22:45:00+00:00,150.478,150.058,42.00000000000159,0.7999999999981355,0.019047619047573933,150.078,150.118,150.05,150.112,2024-03-01 19:31:10.907000+00:00,0.7999999999981355,2024-03-01 19:45:00+00:00,2024-03-01 19:31:11.623000+00:00,0.716,76.035,2.0,True,2024-03-01 19:45:07.269000+00:00,150.112,150.117,3.6000000000001364,6.100000000000705,2.35,4.500000000001592,7.819952826858939,2024-03-01 00:00:21.887000+00:00,1.0,70249.02,-41470.907,0.49999999999954525,2024-03-03 22:00:01.641000+00:00,149.944,150.055,-17.300000000000182,-173.00000000000182,4.300000000000637,-17.300000000000182,3688.754,180894.372,-0.1999999999981128,-0.39999999999906777,0.9000000000014552,3.100000000000591,1.300000000000523,-17.300000000000182,False,False,True,NEITHER,-173.00000000000182,-173.00000000000182,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-03-04T07:45:00+00:00|-1,2024H1,2024-03-04,-1.0,SHORT,asian_high,2024-03-04 07:30:00+00:00,2024-03-04 07:45:00+00:00,2024-03-04 10:45:00+00:00,29087.0,29088.0,29100.0,150.386,149.837,28.0,150.388,150.394,150.333,150.334,150.335,150.424,-9.399999999999864,-93.99999999999864,28.0,0.0,150.386,149.837,True,150.388,150.394,150.333,150.334,2024-03-04 07:30:00.064000+00:00,2024-03-04 07:44:59.943000+00:00,1572.0,-1.0,True,True,2024-03-04 07:45:00.045000+00:00,2024-03-04 10:45:01.688000+00:00,150.335,150.34,150.424,150.427,0.4999999999995452,0.2999999999985903,-9.199999999998454,-91.99999999998454,15.900000000002024,-10.3999999999985,2862.543,10738.142,10801.643,0.0,54.90000000000066,0.8000000000009777,5.19999999999925,5.400000000000205,0.6000000000000227,2024-03-04 07:45:00+00:00,2024-03-04 10:45:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-302.0,5374.0,2.0,True,True,1.0,1.0,RAW|2024-03-04|2024-03-04T07:30:00Z|-1,2024-03-04,2024H1,2024-03,-1.0,SHORT,LONDON,2024-03-04 07:30:00+00:00,2024-03-04 07:45:00+00:00,2024-03-04 10:45:00+00:00,150.386,149.837,54.90000000000066,0.8000000000009777,0.01457194899819614,150.388,150.394,150.333,150.334,2024-03-04 07:30:00.064000+00:00,0.8000000000009777,2024-03-04 07:45:00+00:00,2024-03-04 07:30:00.116000+00:00,0.052,136.877,3.0,True,2024-03-04 07:45:00.045000+00:00,150.335,150.34,3.2000000000010687,4.4999999999987494,0.43333333333333335,2.7999999999991587,9.437608497400474,2024-03-04 06:31:09.966000+00:00,1.0,3530.098,1799.936,0.49999999999954525,2024-03-04 10:45:01.688000+00:00,150.424,150.427,-9.199999999998454,-91.99999999998454,15.900000000002024,-10.3999999999985,2862.543,10738.142,0.6000000000000227,2.2999999999996135,8.29999999999984,4.000000000002046,11.199999999999477,-9.199999999998454,False,False,True,TP_ONLY,-94.99999999999886,-94.99999999999886,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-03-05T08:00:00+00:00|1,2024H1,2024-03-05,1.0,LONG,asian_low,2024-03-05 07:45:00+00:00,2024-03-05 08:00:00+00:00,2024-03-05 11:00:00+00:00,29184.0,29185.0,29197.0,150.545,150.351,28.0,150.434,150.449,150.347,150.419,150.419,150.408,-1.6000000000024102,-16.0000000000241,28.0,0.0,150.545,150.351,True,150.434,150.449,150.347,150.419,2024-03-05 07:45:00.039000+00:00,2024-03-05 07:59:59.616000+00:00,1247.0,1.0,True,True,2024-03-05 08:00:00.075000+00:00,2024-03-05 11:00:00.452000+00:00,150.419,150.425,150.408,150.413,0.6000000000000227,0.5000000000023874,-1.700000000002433,-17.00000000002433,6.000000000000227,-8.200000000002206,1409.597,565.135,10800.377,0.0,19.39999999999884,0.3999999999990677,6.800000000001205,1.4999999999986358,7.200000000000273,2024-03-05 08:00:00+00:00,2024-03-05 11:00:00+00:00,A_EXACT_EXECUTABLE_12BAR,,506.0,5676.0,0.0,False,False,0.0,0.0,RAW|2024-03-05|2024-03-05T07:45:00Z|1,2024-03-05,2024H1,2024-03,1.0,LONG,LONDON,2024-03-05 07:45:00+00:00,2024-03-05 08:00:00+00:00,2024-03-05 11:00:00+00:00,150.545,150.351,19.39999999999884,0.39999999999906777,0.020618556700984107,150.434,150.449,150.347,150.419,2024-03-05 07:53:08.439000+00:00,0.39999999999906777,2024-03-05 08:00:00+00:00,2024-03-05 07:53:08.542000+00:00,0.103,0.307,2.0,True,2024-03-05 08:00:00.075000+00:00,150.419,150.425,11.600000000001387,12.999999999999545,2.45,4.800000000000182,4.712623109181155,2024-03-05 00:54:04.980000+00:00,1.0,25143.459,411.561,0.6000000000000227,2024-03-05 11:00:00.452000+00:00,150.408,150.413,-1.700000000002433,-17.00000000002433,6.000000000000227,-8.200000000002206,1409.597,565.135,-5.100000000001614,-3.700000000000614,-4.900000000000659,2.199999999999136,-1.300000000000523,-1.700000000002433,True,False,True,NEITHER,-9.000000000014552,-17.00000000002433,both
2024H1|F_ASIAN_RANGE_SWEEP|2024-03-07T07:30:00+00:00|1,2024H1,2024-03-07,1.0,LONG,asian_low,2024-03-07 07:15:00+00:00,2024-03-07 07:30:00+00:00,2024-03-07 10:30:00+00:00,29374.0,29375.0,29387.0,149.259,148.114,28.0,148.099,148.251,148.078,148.242,148.242,147.96,-28.699999999998223,-286.99999999998226,28.0,0.0,149.259,148.114,True,148.099,148.251,148.078,148.242,2024-03-07 07:15:00.070000+00:00,2024-03-07 07:29:58.066000+00:00,1915.0,1.0,True,True,2024-03-07 07:30:00.082000+00:00,2024-03-07 10:30:00.060000+00:00,148.242,148.247,147.96,147.964,0.5000000000023874,0.3999999999990677,-28.70000000000061,-287.00000000000614,-0.5000000000023874,-43.80000000000166,0.0,3933.505,10799.978,0.0,114.49999999999818,3.6000000000001364,12.79999999999859,14.300000000000068,2.0999999999986585,2024-03-07 07:30:00+00:00,2024-03-07 10:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,2510.0,4677.0,7.0,True,True,0.0,7.0,RAW|2024-03-07|2024-03-07T07:15:00Z|1,2024-03-07,2024H1,2024-03,1.0,LONG,LONDON,2024-03-07 07:15:00+00:00,2024-03-07 07:30:00+00:00,2024-03-07 10:30:00+00:00,149.259,148.114,114.49999999999818,3.6000000000001364,0.03144104803493619,148.099,148.251,148.078,148.242,2024-03-07 07:15:00.070000+00:00,3.6000000000001364,2024-03-07 07:30:00+00:00,2024-03-07 07:15:07.407000+00:00,7.337,2.602,3.0,True,2024-03-07 07:30:00.082000+00:00,148.242,148.247,9.499999999999886,18.000000000000682,2.6,8.400000000000318,16.497090556780147,2024-03-07 06:56:26.327000+00:00,1.0,1113.743,2699.93,0.5000000000023874,2024-03-07 10:30:00.060000+00:00,147.96,147.964,-28.700000000000614,-287.00000000000614,-0.5000000000023874,-43.80000000000166,0.0,3933.505,-19.200000000000728,-11.100000000001842,-30.900000000002592,-37.20000000000141,-31.200000000001182,,False,False,True,SL_ONLY,-269.00000000000546,-257.99999999998136,both
